OTUID,SILVA_Order,SILVA_Family,SILVA_Genus,GTDB226_Order,GTDB226_Family,GTDB226_Genus,GTDB226_confidence,preferred_label,ecological_guild,annotation_source,annotation_note,analysis_label,label_basis,decision_rule,ecological_group,preferred_label_old,annotation_source_old
4a52428d397d1b8bd0ffcbeffd5a9097,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__HIMB59,g__HIMB59,0.999999999999994,AEGEAN-169 / HIMB59,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169 / HIMB59,SILVA-ecological+GTDB
74f272a55887cccb50239b4e8b2b9f8f,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,g__AG-337-I02,0.9999837481692504,AEGEAN-169 / AG-337-I02,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169 / AG-337-I02,SILVA-ecological+GTDB
84b738cddad75358f87ba65365842a87,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,g__AG-337-I02,0.9949845265955212,AEGEAN-169 / AG-337-I02,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169 / AG-337-I02,SILVA-ecological+GTDB
3d23d4637929d4151bc3f4d76ed15253,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9997086069131114,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
c6fcc02fb7d1d1f59ddc197cd8da558c,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.995171125543302,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
4583fd18d2f1cd6a78f626db363e5d24,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,,,,0.9999999999999988,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
7aefd28b11a35426f768b29b99c925cc,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,g__AG-337-I02,0.9388816448358596,AEGEAN-169 / AG-337-I02,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169 / AG-337-I02,SILVA-ecological+GTDB
48815a888de8dd413b796ba713431bb1,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__HIMB59,g__HIMB59,0.8801485899429388,AEGEAN-169 / HIMB59,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169 / HIMB59,SILVA-ecological+GTDB
690af328009c9881adf8cbde816c3ca3,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,g__AG-337-I02,0.8767770708329513,AEGEAN-169 / AG-337-I02,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169 / AG-337-I02,SILVA-ecological+GTDB
ed6bdc7fa0a9e6508e45c9cf7b3c9fb5,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9951850202529456,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
2c142b7d2e61e9099a49974cc6e54331,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,g__AG-337-I02,0.9999738271243116,AEGEAN-169 / AG-337-I02,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169 / AG-337-I02,SILVA-ecological+GTDB
4dde21e4ddeb5fd2b3c76268b37201bc,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9994293535583824,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
be00937146c5d30d7e7aea728a3322c1,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.999722631197704,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
2733011069674a82ac7d08de841a79b5,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.983736155838852,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
a1d600f04a79ca74318bf6dd9aa5beae,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9963847427368666,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
40820458da2c601c5060315c94b0e9cd,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,g__AG-337-I02,0.9999805870131332,AEGEAN-169 / AG-337-I02,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169 / AG-337-I02,SILVA-ecological+GTDB
9da1485b3070661421447d0f63723aca,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9902732177799694,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
644b53015212905746d48a9c05213beb,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9984090852167138,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
c56d12a1a6c69c8fd5e83bc51aa7b741,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__HIMB59,g__HIMB59,0.9999999999999392,AEGEAN-169 / HIMB59,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169 / HIMB59,SILVA-ecological+GTDB
c1144db4849b1d4c7de0f54dda1cf664,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,g__CACLJX01,0.9992264389648736,AEGEAN-169 / CACLJX01,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169 / CACLJX01,SILVA-ecological+GTDB
fe34e01f125a46c8f515316b9ea6712e,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,g__CACLJX01,0.943743117457978,AEGEAN-169 / CACLJX01,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169 / CACLJX01,SILVA-ecological+GTDB
d9073056e4fbab42b98fdff0e03f11aa,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9936339724270852,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
4600edf666f32ab28eb37566379123be,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9940728908175622,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
a6cf85cd1285dee10c1bd2303cdf9e74,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.996655667498854,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
790204c60366e465c64ce77931b5ad35,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9961814435463984,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
91b2074c9a85cd594aaafebf7574a5dc,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9993624960647892,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
da11a32805db0b6bce0762ad06665dbb,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,g__AG-337-I02,0.8826662386528572,AEGEAN-169 / AG-337-I02,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169 / AG-337-I02,SILVA-ecological+GTDB
85c23ea48cbbff7e00a7a24378126131,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9949786319634464,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
f98ebff4a7b0643ea3d14c42c6bcb6fc,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,g__CACLJX01,0.9839153369841396,AEGEAN-169 / CACLJX01,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169 / CACLJX01,SILVA-ecological+GTDB
d250f512b0ad74ca27070c36cf2ee426,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9996477413678932,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
5b34f2dad85e36695b99c8d4678932da,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.999797452444862,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
aff17d3e8b6427ed403f7b7d61a21672,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,g__CACLJX01,0.935977868167008,AEGEAN-169 / CACLJX01,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169 / CACLJX01,SILVA-ecological+GTDB
591dc197828de0a544e8c0bece0932af,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,g__CACLJX01,0.9833042285331416,AEGEAN-169 / CACLJX01,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169 / CACLJX01,SILVA-ecological+GTDB
ae2b62debe2756a107d2e487fc1fe1e3,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9957169003953892,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
c9fba1d576e395fa2ce56a01302667d0,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9965605532357074,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
2228244e29ab5e727c5b744d504a9f7c,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9997183227741524,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
d94a95806764b626e53fa3923504fcc5,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,g__AG-337-I02,0.9204176323007732,AEGEAN-169 / AG-337-I02,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169 / AG-337-I02,SILVA-ecological+GTDB
42549af178e18bd711dff40fb84bbcd0,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,g__CACLJX01,0.7579254568291254,AEGEAN-169 / CACLJX01,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169 / CACLJX01,SILVA-ecological+GTDB
bc209fab9a5a3669f7a64243b054c592,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,g__CACLJX01,0.863943920651922,AEGEAN-169 / CACLJX01,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169 / CACLJX01,SILVA-ecological+GTDB
1e6ea76aac0a45043280907cdc94b099,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,g__AG-337-I02,0.8908817705118787,AEGEAN-169 / AG-337-I02,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169 / AG-337-I02,SILVA-ecological+GTDB
ca19794d32e7fa4c10ffc9fa7b50fb63,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9966086841144826,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
7c0de6d86aef47128ad6afa677f9ea35,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.998737954228696,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
2989012ca1ffd96ee714f7c4e3b1d5dc,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9946398326250812,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
0e8833962ddfbef8851420fca360c0fa,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.986096911936873,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
1b2e2d01dc3736f2a9539b9bcea76685,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,g__AG-337-I02,0.9999880265676458,AEGEAN-169 / AG-337-I02,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169 / AG-337-I02,SILVA-ecological+GTDB
68395e8465b3f24c5c1db5190d170f47,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,g__CACLJX01,0.9987956660408656,AEGEAN-169 / CACLJX01,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169 / CACLJX01,SILVA-ecological+GTDB
f52b696e6f7759a6387c8a4cc80e3a74,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,g__AG-337-I02,0.8808984018916217,AEGEAN-169 / AG-337-I02,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169 / AG-337-I02,SILVA-ecological+GTDB
4363388093f4abd985a832340321357a,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9537749794354914,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
d94ed7af98b8eebdc40bf9547b38f1d5,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9988129743543932,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
152ca38526ae97a5d464aeea95881305,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9819734061608006,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
84d1d1a1c572b25f0e5321d7e73326e2,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9675678890063052,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
05495be2fbd47a5e33a18a100a05da13,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9997112001608062,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
3efa372d56e289a329159d8eb03bdc80,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9942124590292354,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
ef235e9d9d963d42c312170aad56f1e9,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9991848536631956,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
6708b0fda8de85fc5d78a13375098e24,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9925641293781088,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
1f3363433942626a79ceb68caddc3d2f,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,g__AG-337-I02,0.9999843311236708,AEGEAN-169 / AG-337-I02,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169 / AG-337-I02,SILVA-ecological+GTDB
6b6820a0bd8cdfe2276f06e21ae259cb,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.970289060050234,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
49582e9cd986fab1670f36039e676b86,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9895127489934216,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
9709818a4132199abf4c9796d83e0f60,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.992868281693305,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
23303ae3625d1c1b9f8827a9771e7837,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9886835454992297,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
9a4bcfc34692f2bf09114ed55ee956e1,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9962791544594298,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
938da89c16937e58cbd2cd5a3b1ea227,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9984109439787974,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
33264a4446e303ca425f1647e0438ab2,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9995156827645336,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
ce14371cf0c731d51759a32db36ce1dc,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9948645158334096,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
43d22a17872870d1e29cf21edf78bfe8,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9922662620467316,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
78ef2cef582dbdf60f6ae254231b3ca6,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9960070084530056,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
c4d6015963061e2ba8bd55b415de3d9a,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9667724451183984,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
7aaa7e8cbd549a04af98f826901af8a3,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9957457363866808,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
760cbf10cd2210e5a29d60294e4e4274,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9885143252709606,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
43103d1875b403f1be04219d4e747a6d,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,o__HIMB59,f__GCA-002718135,,0.9905714957003072,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB,,AEGEAN-169,SILVA ecological lineage,ecological_clade_retained,AEGEAN-169,AEGEAN-169,SILVA-ecological+GTDB
