OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
ae94329b16ef6339688a491e9ba9f80c,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__marine_metagenome
baaa11e2e2c87850bcb74293dd5f1b74,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__uncultured_marine
a87ec8dbc633754c0c348b6e31e75b55,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__uncultured_marine
eaf004c5ab24702a54f5bcf4a7175944,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__marine_metagenome
92d29d3e7aa8e2735c550e6ed0693fe1,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__marine_metagenome
5c755c0ef612ea69441f98ca8775cc5b,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__marine_metagenome
10d94c890452d08b9f5aad95aa1151e2,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__uncultured_marine
6c58d1736c40c6f0f31aa8806005941d,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,
d5f7cf870899ccf769f771e4e5efe76a,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__uncultured_archaeon
8e7f5401666f5dd6f0da02774e354c50,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__uncultured_archaeon
f4775013338a8be2df455efbf926ba83,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,
752273965b33fae64e3c0e06cb979319,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__uncultured_marine
7fb524ac6d79b182fa7c93e03a23136b,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,
e073d99cdb262068854b67dc50e0b072,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__marine_metagenome
c530f523fd838a4f5b5885a0f16601b6,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__uncultured_marine
bbcdf8ef95ac1cdc6e6454337da4bbd9,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,
31a7423eb8da19caeca73170f998dd9e,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,
b248110acfe244970b139d5cc645dc37,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,
53ca0d25cf21c86a3231e5d7a12605df,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__uncultured_archaeon
7cc96056d2d39dd9eb9979cab6bf6463,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,
2b19a8e3896719cc5a5938e22608f826,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__Marine_group
6a2086c0d48e4f8411a012a3b13b8b74,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,
62032461f24ee5870f288214f17d5ab2,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__uncultured_archaeon
9947f9c20d28672d4cf645df6f01e960,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,
4625ef88d9a626ed6a4ffaa8b9b58149,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__uncultured_marine
79a10d362705617350c99b2e89e49b2d,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,
01be902cd026d48c489620e7061ecde6,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__unidentified_archaeon
8753f656d3b4e30ca3fb50aa60755909,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,
6c23cda14126f97b73ef8a2e7d988880,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__uncultured_archaeon
6e22e10c6096dc2fababf46450dfa7cd,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__uncultured_archaeon
01fc1c02423d415414439e872e776f40,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__uncultured_archaeon
2738868f4738b659b896ddff6cb61214,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__uncultured_deep-sea
486ad3def22ea85b16f81166cdff9d70,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__uncultured_archaeon
3d2a005a84a089a36b202ea2b29e7631,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__uncultured_marine
7017de3d74fa02687f99ad487757e69b,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__uncultured_bacterium
a92d5ddb8886126bc73ddfdac3e22cc9,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__uncultured_deep-sea
b4bebbd23503753c0fc43cfd6f577145,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__uncultured_deep-sea
eba68f21a9ecef62b9275f601b162505,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__uncultured_deep-sea
f6f3aa174e9584c9c204c4b6bfbe9756,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,
fcf5264171d3e1e354bfdb6c7553c013,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__uncultured_deep-sea
fd4c2f94b99841d7869825ee40af87fe,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__uncultured_euryarchaeote
156b5d95cdf5823015d84f6fdf9bf9bf,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__Marine_group
41d4a4efddf946bdc6f8a58c2535f0a6,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,
53a7d9592d852b766dbe0fceb1077921,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,
55d8dafe596be2bf28398ee45b64f4cd,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__uncultured_euryarchaeote
5c7e1f485f532591ee7e58c17ac4b33d,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,
5e8141737adb9c64dd26d962d329afa2,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__uncultured_bacterium
602146197d055ac7003d3e6156ab6e0a,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,
645a862253493f5125e0673aab33b897,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__uncultured_archaeon
6bf549fbeb891632458013f915cbaf2b,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,
9205baa4e7860314beb19e7520cd02a6,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__uncultured_deep-sea
9c58584672777e64d625345e9074d782,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,
b61776c1fc6e5f46ad2bb4af38da26f0,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,
c3dcdfb8749dacc22729f8b8bf9e746b,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__uncultured_deep-sea
ce3d78572e48ff76e3ca4675d189a49e,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,
eaabfe724352fab46ec7d803503ccbd3,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__metagenome
ce50d69805bcb5223b8560f25fa63d50,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,
9dd01cfb2e6f65bba06a5fb1ef18e59f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,
9b9813f1a766e72ab381bf56cd3c9c3c,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,s__marine_metagenome
eff804cc699618ca55ea4b5be1c3d1f0,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,s__uncultured_marine
2898a0b4dab038dac1129766d285e68f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,s__uncultured_marine
900f75291b42af676398de2fd286369e,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,
245f48a354d70137b774e11f39ffade5,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,s__uncultured_marine
e7a736a1480448df1aaf7f191d949940,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,
e604b4b2954f6b209b996da134be3644,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,s__uncultured_marine
3a2005aea93495ac7e2619efed211f7b,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,
504daca9ae661d9e245807f039b311da,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,s__uncultured_marine
6c2e0676a26242efa6ebba8ab02a98db,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,
240a19a501924c061041d17f84a516c0,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,s__uncultured_marine
08f51a83650a276dd117505f760a132e,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,
2149a75829a95113b1e4061c3e4158aa,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,s__uncultured_marine
455a83fe60a891d5bede022f22b257ed,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,
68516be00faa3db1be8120a5a8ee9ba5,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,
6ba318c8bbd26d192ccd79361a41d0e8,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,s__marine_metagenome
3bfb55b4e2e33523e66298abe59764a1,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,
3feca4a57a5d57260da06dd4f907d5e7,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,
1078082dc3dd5a0d4e88184bdf1e6c2b,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,
44f814ce8fefac8fe5839559896c622a,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,s__marine_metagenome
cddb7d4a12e72bdab7717a3387edfe3f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,s__marine_metagenome
d0faddfdc83b16c29bd1536845d9ecbf,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,s__marine_metagenome
3adde7cfd9e4619098c90e13f36543fd,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,s__metagenome
424a1a22476983cdc1a2b517a863cf29,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,s__marine_metagenome
4cd83a7ec4a7cec8d08333c5d2733fbd,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,
5fd2859034126caad8231c0a6d9e41e2,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,
629fb4efbf260e381debb0d2b5c81b26,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,
67a6b92ae8d7e3a996f2d0c41e6925f7,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,
835f50188e04a522b198444f864a23fe,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,s__metagenome
8863073af3310c216988a8d25d2858d6,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,
a74863006ca7865f68754c5e3430efd5,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,s__marine_metagenome
be5e71238b07ff7945054e645d20c932,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,s__metagenome
c97e3371e8ffb759b7339b2a1dea5bfa,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,s__marine_metagenome
fd43c561bdb20b8b279aa7d682278801,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,
1ba3eea742bb123e8adcccdba00aa086,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonadaceae,g__Marine_Methylotrophic_Group_2,s__uncultured_bacterium
6639cd32eca8c963f35ba7e83156bdfb,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonadaceae,g__Marine_Methylotrophic_Group_2,
3a6811a65490873bec6b6fe197ba8188,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Nitrosococcales,f__Methylophagaceae,g__Marine_Methylotrophic_Group_3,
6b3160fb6776af8dff796d14c4d51294,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Nitrosococcales,f__Methylophagaceae,g__Marine_Methylotrophic_Group_3,
638947a42d9297efeafb14af3306c623,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Nitrosococcales,f__Methylophagaceae,g__Marine_Methylotrophic_Group_3,
186499c790a764f4d2b379a6c0ae051f,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Nitrosococcales,f__Methylophagaceae,g__Marine_Methylotrophic_Group_3,s__uncultured_deep-sea
8c75037e1b1b90d57cf490a73e1ff693,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Nitrosococcales,f__Methylophagaceae,g__Marine_Methylotrophic_Group_3,
c64715d24f5fea1b3d4ba005bff967df,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Marinibacterium,
f2c9ab961f92b4eecd5123fc51076556,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Ferrovibrionales,f__Ferrovibrionales,g__Marinibaculum,s__Marinibaculum_pumilum
f76c0a682177a2d88758e474db51fd01,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Parvularculaceae,g__Marinicaulis,s__Marinicaulis_flavus
5097ec39c86e1d89858d4d70414b8b74,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Parvularculaceae,g__Marinicaulis,s__uncultured_bacterium
3bc258d1a6b47e50bc1479e2cf65422d,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Parvularculaceae,g__Marinicaulis,s__uncultured_bacterium
a4249126c5ab1a9f4915ed66a50f9693,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Gammaproteobacteria_Incertae_Sedis,f__o__Gammaproteobacteria_Incertae_Sedis,g__Marinicella,
1224bfb4e4bcd362e1f17dd0978dfff2,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Gammaproteobacteria_Incertae_Sedis,f__o__Gammaproteobacteria_Incertae_Sedis,g__Marinicella,
e93299348d94ffd91d0a2e3a3d536a53,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Gammaproteobacteria_Incertae_Sedis,f__o__Gammaproteobacteria_Incertae_Sedis,g__Marinicella,
093c5f66412e02fbf794e9265f96fd80,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Gammaproteobacteria_Incertae_Sedis,f__o__Gammaproteobacteria_Incertae_Sedis,g__Marinicella,s__uncultured_bacterium
9d5f2dd262a9b766de19ef2a74f0dfcc,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Gammaproteobacteria_Incertae_Sedis,f__o__Gammaproteobacteria_Incertae_Sedis,g__Marinicella,s__uncultured_Marinicella
b19cb35990dc8be5722275a1c86ba0a8,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Marinifilum,
71fc5fc3d41299955c264216717b97ee,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Marinifilum,
25a222a0559577e876f0c3f480108724,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Marinifilum,s__Bacteroidetes_bacterium
51ecba042c2113869875161a4b5f6f05,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Marinifilum,
98acbdace5cc48ba8b6f2a55cfb719d1,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Marinifilum,s__Marinifilum_sp.
7967ee76a8c36d388f8fe50904afdad1,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Marinifilum,s__Ancylomarina_subtilis
1af1dcab5119d45ac836fa11fb7c571d,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Marinifilum,s__Marinifilum_sp.
730e03d278e5253341a4b78274a0d58d,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Marinifilum,s__Ancylomarina_subtilis
cb7b8c256ba5b6c72eba32f747e040e8,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Marinifilum,
1237af1beeaebffc2f0227fd7f897e9c,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),s__uncultured_delta
3815a18edf99274f887ed745443131c0,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),s__uncultured_marine
853e4f94b7fbd7eb6cf42c8efe752db2,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),s__uncultured_Marinimicrobia
35ce3b9c72ab39d74ecb41bb9809ee5f,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),s__uncultured_bacterium
1bb8a7aa275087a857b4cfe43239d962,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),s__marine_metagenome
5031654fdd3015cb7f9e6484e20d6227,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),s__uncultured_bacterium
cd71232580297c6ba9711464beb44c6d,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),s__uncultured_bacterium
50b90dd2e150fded463510d2b271ed10,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),s__hydrothermal_vent
df4ecfaf016dbe58fad3a8d4a91aafb9,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),s__uncultured_Candidatus
3c94c776254c792157aa9c9d8e0b6aab,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),s__Alteromonas_macleodii
c58f245f718201381358c68ad1ec9aa5,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),s__hydrothermal_vent
a02fb2dadf391d8578fb598ffdc6b8d3,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),s__uncultured_Deferribacteres
b926cd8d48bb12f5d882ba65ad7122fa,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),s__uncultured_bacterium
6eb7cfb9f2603db70fbeb27209750db8,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),s__uncultured_Candidatus
2413fd8657da481bee1676df02d2361b,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),
682c2e02c5002dfed01d806577d63ad1,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),s__Alteromonas_macleodii
b359c453ef77ce70312ed14ee19b957b,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),s__uncultured_marine
0000d1a50f0c9ae122d1b45df38c4638,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),s__unidentified_marine
59a4666da1bc4f363dd4072dfba86fb9,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),s__metagenome
bc3eabafa86b8e9ed97dd2d38c46806c,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),s__uncultured_bacterium
464bc1f7c6722ba8eca5fb90ba620506,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),s__uncultured_Fibrobacteres/Acidobacteria
