OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
a2d12fb6977f98962f0f7d8ae7b3d632,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__SCGC_AAA164-E04,s__uncultured_bacterium
69c8fff90a8cfab44d0397ef86d80b9c,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__SCGC_AAA164-E04,s__Verrucomicrobia_bacterium
efb94bb85d0d5a01be477c5996ab503c,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__SCGC_AAA164-E04,
150a83466e2e4942c52a76c6fe55d340,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__SCGC_AAA164-E04,s__uncultured_organism
7330365973669ce6a417e67001f79d46,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__SCGC_AAA164-E04,s__uncultured_bacterium
b663716fa1545078abbcb63047d30a23,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__SCGC_AAA164-E04,s__Verrucomicrobia_bacterium
c6948c4ad7c0f6a07430602787d086ed,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__SCGC_AAA164-E04,s__uncultured_Verrucomicrobia
e3c77375990c789d60dc5324d5510fdc,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__SCGC_AAA164-E04,s__uncultured_bacterium
cf09965372e41a9b9b50c2cb4fd1d744,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__SCGC_AAA286-E23,g__SCGC_AAA286-E23,s__uncultured_archaeon
622d7e42a1cad5229af7f618d91640da,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__SCGC_AAA286-E23,g__SCGC_AAA286-E23,s__uncultured_euryarchaeote
aa5e7e2ff05545d7cf2168c0c37fa542,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__SCGC_AAA286-E23,g__SCGC_AAA286-E23,s__uncultured_archaeon
66164ffc5c8fc256c895112b96d7fbeb,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__SCGC_AAA286-E23,g__SCGC_AAA286-E23,s__uncultured_archaeon
fcbc347066a733d2450b37309ad185b5,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__SCGC_AAA286-E23,g__SCGC_AAA286-E23,s__uncultured_euryarchaeote
89ec75a7c4f5a3a9fdf93d969e811698,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__SCGC_AAA286-E23,g__SCGC_AAA286-E23,
9bb768080d41ca5f83648ee101c406b3,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__SCGC_AAA286-E23,g__SCGC_AAA286-E23,s__Euryarchaeota_archaeon
b80ff251b73507175a31046c12930625,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__SCGC_AAA286-E23,g__SCGC_AAA286-E23,s__uncultured_archaeon
468c6d0c0766c27eadd455c1b676c85b,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__SCGC_AAA286-E23,g__SCGC_AAA286-E23,
7649903bfe05703355096ed29cb20b6f,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__SCGC_AAA286-E23,g__SCGC_AAA286-E23,s__Euryarchaeota_archaeon
fc56bc0345594a77434b09482477d825,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__SCGC_AAA286-E23,g__SCGC_AAA286-E23,
0a37d92c69ebbadb9cb90f9ed91827cd,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__SCGC_AAA286-E23,g__SCGC_AAA286-E23,s__Euryarchaeota_archaeon
2ecacd243f4a9d6f151df820acbce772,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__SCGC_AAA286-E23,g__SCGC_AAA286-E23,s__uncultured_euryarchaeote
3cb5bd253d8bde7f730df5cec44940ce,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__SCGC_AAA286-E23,g__SCGC_AAA286-E23,s__Euryarchaeota_archaeon
7d7f177c8fa38d438941919c75364b91,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__SCGC_AAA286-E23,g__SCGC_AAA286-E23,s__uncultured_euryarchaeote
9b96e29c334b6015e9c96e5d2315ab7c,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__SCGC_AAA286-E23,g__SCGC_AAA286-E23,
e9a95e7be25178c76c1227d5ff44eb1d,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__SCGC_AAA286-E23,g__SCGC_AAA286-E23,s__uncultured_archaeon
c80cdd78d2710cfe824c95a0b6c3acac,d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__SCGC_AB-179-E04,f__SCGC_AB-179-E04,g__SCGC_AB-179-E04,
7bc62953c21913d8ca77ecc445f02668,d__Bacteria,p__Schekmanbacteria,c__Schekmanbacteria,o__Schekmanbacteria,f__Schekmanbacteria,g__Schekmanbacteria,s__uncultured_proteobacterium
149b599119cc9e18a778761c4e544f5f,d__Bacteria,p__Schekmanbacteria,c__Schekmanbacteria,o__Schekmanbacteria,f__Schekmanbacteria,g__Schekmanbacteria,
00d7394cb3be2634d3de6457088d3c80,d__Bacteria,p__Schekmanbacteria,c__Schekmanbacteria,o__Schekmanbacteria,f__Schekmanbacteria,g__Schekmanbacteria,s__uncultured_proteobacterium
883c4c6813f1530b4b6efd214eb30730,d__Bacteria,p__Schekmanbacteria,c__Schekmanbacteria,o__Schekmanbacteria,f__Schekmanbacteria,g__Schekmanbacteria,s__uncultured_Syntrophobacterales
733daf6b873d08a623f5446ebfa420f3,d__Bacteria,p__Schekmanbacteria,c__Schekmanbacteria,o__Schekmanbacteria,f__Schekmanbacteria,g__Schekmanbacteria,s__uncultured_bacterium
3fd99e137d24703584a4111be8f47bab,d__Bacteria,p__Schekmanbacteria,c__Schekmanbacteria,o__Schekmanbacteria,f__Schekmanbacteria,g__Schekmanbacteria,s__uncultured_proteobacterium
8471d87ce67b791dd6ac0e16f0fd622a,d__Bacteria,p__Schekmanbacteria,c__Schekmanbacteria,o__Schekmanbacteria,f__Schekmanbacteria,g__Schekmanbacteria,s__uncultured_Syntrophobacterales
a43a85c401582f0a009082b358d18a58,d__Bacteria,p__Schekmanbacteria,c__Schekmanbacteria,o__Schekmanbacteria,f__Schekmanbacteria,g__Schekmanbacteria,s__uncultured_proteobacterium
c29e2797e7e86c1a30327837cd67c541,d__Bacteria,p__Schekmanbacteria,c__Schekmanbacteria,o__Schekmanbacteria,f__Schekmanbacteria,g__Schekmanbacteria,
d6dddd19455bf4ce81cd592a512af9b2,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Synechococcales_Incertae_Sedis,g__Schizothrix_LEGE_07164,s__uncultured_bacterium
db400bbc6fd56c207df61b1b79f49620,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Synechococcales_Incertae_Sedis,g__Schizothrix_LEGE_07164,
f49d2256dcae932d21bfab7d3a0114f8,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Synechococcales_Incertae_Sedis,g__Schizothrix_LEGE_07164,s__uncultured_cyanobacterium
7d217addfd80cb5393d81dae5f160367,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Schlegelella,s__uncultured_bacterium
166816c65869438460781b43fc3ce2d1,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Planctomycetales,f__Schlesneriaceae,g__Schlesneria,
f7afdcd6709ad056cfb2d5d6ee62cd18,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__SC-I-84,g__SC-I-84,
3b9df034761d4b17029c14b5d605fa25,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__SC-I-84,g__SC-I-84,s__metagenome
a2be57710dcbbcedfaaf3177b776aebc,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Sebaldella,s__Sebaldella_termitidis
707a8d846a39b75dd2dff935e02a8226,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Sedimentitalea,
a0b9c413db1dc97e273db823b71d0a07,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Sediminibacterium,
fe7b5b769375b837bb6d4bfa6dee234f,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Sediminibacterium,
50c1adc394d69456bab0180bd2d25d57,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Sediminibacterium,s__uncultured_bacterium
d662d41c478094e4a8f701d57e0564d4,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Sediminibacterium,
73c21c4811ff72a51d7e08c944be55c0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Sediminicola,s__Sediminicola_sp.
bbdc68adc644372b21e62bf41ad458b3,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Sediminispirochaeta,s__uncultured_organism
5c8a687589267063ca9c682c4cdf328f,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Sediminispirochaeta,s__uncultured_organism
b5c7f16a99710ca761148a9619e80565,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Sediminispirochaeta,s__uncultured_organism
7f857fd92b0d37855956cbe8ad0cac71,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Sediminispirochaeta,
4a982d554f7cb976b72d1c41c9b28eb0,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Sediminispirochaeta,s__uncultured_bacterium
9617af70ca8359c25e2257d60551e3f5,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfosarcinaceae,g__SEEP-SRB1,
c395ad1c4b26d784006d9113186d243d,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfosarcinaceae,g__SEEP-SRB1,s__Inanidrilus_exumae
2f51e2e89f61de8ff8109ed4b9233ff9,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfosarcinaceae,g__SEEP-SRB1,
73d4220496b24932fc2877d06bfaafaf,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfosarcinaceae,g__SEEP-SRB1,
9ae7285a3f54b7e7e7c905ab67d8f36d,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfosarcinaceae,g__SEEP-SRB1,
e7a190c9e67449087864b1fc444392aa,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfosarcinaceae,g__SEEP-SRB1,
51897122e3f488db8f42db13bef62e85,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfosarcinaceae,g__SEEP-SRB1,
88db2a948bc199367bc8c58e0867ba5d,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfosarcinaceae,g__SEEP-SRB1,
0651c5e0af2fc9ace95a5776fe32de15,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfosarcinaceae,g__SEEP-SRB1,
43927072e9635035793553d1d97c15ef,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfosarcinaceae,g__SEEP-SRB1,
1a227ee2b6a6e30aba0bfc26906c87b4,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Segetibacter,s__uncultured_bacterium
99ce937c9c7fd0b17e7077c60748a6a7,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Segetibacter,
239adb80215ebb78c7d0c864cda1d6dc,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales-Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__Selenomonas_lacticifex
a1ebef903d6cbe5a1799b7359e201e0b,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Seonamhaeicola,s__uncultured_bacterium
10505091f4416fb68d708804a9474e80,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Seonamhaeicola,s__uncultured_bacterium
2d340a1229bbc080ff17ce4ecb17a731,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Seonamhaeicola,s__uncultured_bacterium
d39478a73c293343ad8c22ae2f74e675,d__Bacteria,p__Cyanobacteria,c__Sericytochromatia,o__Sericytochromatia,f__Sericytochromatia,g__Sericytochromatia,s__uncultured_bacterium
bc5753a29c01c8023c6c57a082aecc22,d__Bacteria,p__Cyanobacteria,c__Sericytochromatia,o__Sericytochromatia,f__Sericytochromatia,g__Sericytochromatia,
49d3e1963382da6bc611da823afec473,d__Bacteria,p__Cyanobacteria,c__Sericytochromatia,o__Sericytochromatia,f__Sericytochromatia,g__Sericytochromatia,s__uncultured_bacterium
6a67b268fa54fc78a45eab0649ee252f,d__Bacteria,p__Cyanobacteria,c__Sericytochromatia,o__Sericytochromatia,f__Sericytochromatia,g__Sericytochromatia,s__uncultured_prokaryote
a8a95bb32792045089876c8a83831d86,d__Bacteria,p__Cyanobacteria,c__Sericytochromatia,o__Sericytochromatia,f__Sericytochromatia,g__Sericytochromatia,s__uncultured_cyanobacterium
cb495099a2eb472d4b34a78617c3e90e,d__Bacteria,p__Cyanobacteria,c__Sericytochromatia,o__Sericytochromatia,f__Sericytochromatia,g__Sericytochromatia,s__uncultured_bacterium
6f388ebb57551fc6eb0a7f852d380f49,d__Bacteria,p__Cyanobacteria,c__Sericytochromatia,o__Sericytochromatia,f__Sericytochromatia,g__Sericytochromatia,s__uncultured_prokaryote
acae97a46ea3324110ed73cf457d8d2e,d__Bacteria,p__Cyanobacteria,c__Sericytochromatia,o__Sericytochromatia,f__Sericytochromatia,g__Sericytochromatia,s__metagenome
c5664b8eea213aa1cfe29ab8f8951f5c,d__Bacteria,p__Cyanobacteria,c__Sericytochromatia,o__Sericytochromatia,f__Sericytochromatia,g__Sericytochromatia,s__uncultured_bacterium
82dece6e35540738ba450a0c3a90b5a0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Yersiniaceae,g__Serratia,
ac154c875c4a37c8e9bca8dc20eb49a3,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__SG8-4,
04ca016ae4f6cac7c80287b3d956fbad,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__SG8-4,
7c127f43feb3359e8134857a7145b31c,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__SG8-4,s__uncultured_bacterium
2f4c1aaec2429609f396e46d2a02d123,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__SG8-4,s__uncultured_bacterium
44ba3e9531043e6d33e4b95fc51f3715,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__SG8-4,s__uncultured_bacterium
e2db3a21f881bd90fb837daa2091dad6,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__SG8-4,s__uncultured_Planctomyces
ffb936e1e7a60a91e95345dae7b9462b,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__SG8-4,s__uncultured_deep-sea
4577a77e0b31a7cb72ebb06b12f71415,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__SG8-4,
46d4195ab96cf78545a50694b0a960b2,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__SG8-4,s__uncultured_bacterium
535e016460267dda52f3e005266f3552,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__SG8-4,s__uncultured_Planctomyces
83dc460030b67136e2ba2229d095e7b8,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__SG8-4,
930b61fa27d78fee201aa308c881d580,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__SG8-4,s__uncultured_deep-sea
aba77f2d11a68cff452662992d5a39b0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__SG8-4,s__uncultured_bacterium
ed52cafdcf0d766a75bfb397caf48f9a,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__SG8-5,f__SG8-5,g__SG8-5,s__uncultured_euryarchaeote
2fb477215c3f43a17079784c78eddcf5,d__Bacteria,p__Planctomycetota,c__SGST604,o__SGST604,f__SGST604,g__SGST604,s__uncultured_planctomycete
26f8ece14268be387d2f8a1a6c1aa6e1,d__Bacteria,p__Planctomycetota,c__SGST604,o__SGST604,f__SGST604,g__SGST604,s__uncultured_planctomycete
526f779e4c87d60cbffe2a6266c56702,d__Bacteria,p__Chloroflexi,c__SHA-26,o__SHA-26,f__SHA-26,g__SHA-26,s__uncultured_bacterium
be651a015da8022fb78e6337ca248626,d__Bacteria,p__Chloroflexi,c__SHA-26,o__SHA-26,f__SHA-26,g__SHA-26,s__uncultured_Chloroflexus
19414e4038c79d39d6289d34f500390c,d__Bacteria,p__Chloroflexi,c__SHA-26,o__SHA-26,f__SHA-26,g__SHA-26,s__uncultured_Chloroflexus
c6cff8b5d890f30d033e5cf0c2447925,d__Bacteria,p__Chloroflexi,c__SHA-26,o__SHA-26,f__SHA-26,g__SHA-26,s__uncultured_Chloroflexus
f834ac1834e423cd1b84affc069933d0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,
c84be11da6fa402dc488ca8f2e5725bd,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,
fcacd586ce8a411af86260fd4e328f23,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,
190d666e0ea29cc9abc27ee6229d7aff,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,
aa1087482a5bd53ec4580a739d282d60,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,
1db9475fb6dc56db3ca5417f2eb2aa78,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,
9da7c60f162133c45c22a696dae39160,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,
ec8bc8a11c05183a4bfaf94f822f3793,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,s__Shewanella_surugensis
6cfc15d3460b1e6360af1cd43c7fe231,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,
9b57b16b1d163dadf9c0a3d66adda7c9,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,
73a9411f1b7e631221935c1c9592267b,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,
66fed1aee270dc2b0f93adac2c48a7bc,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,s__Shewanella_sp.
2bf949e2f37cfb24359e211f2a1f1889,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,
f2eb31f54c12d1ddbbfe2860d51ade6e,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,
583a6ce606bfbfda4b37f31bbd10fd01,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,s__Shewanella_sp.
afe0cd47cc2f08bd2b8f537552dc2d91,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,
f32ac47714e0dccd1bb4ac1e6ad290fe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,
1802ff1cad887c2ab0aafe67da573188,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,
e4f38ce74a9e58754489b05518b47c0d,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,
8b57c1865a697e6cf6ee52a2fa7072b0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,
c3c32c0479bf4d183832a2e3cf235481,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Shimia,
edd216ff26f28e9687d7705e7b4c2d2c,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Shimia,
24051ef88d0304b64d9d8f9b863126e6,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Shinella,
805619c315231af3e676d65dc09b09b6,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Planctomycetales,f__Rubinisphaeraceae,g__SH-PL14,
ad3b3343975cda33f85459861fcf4848,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Planctomycetales,f__Rubinisphaeraceae,g__SH-PL14,s__uncultured_Planctomyces
929e8450daa3418e6311c0a70f6aae0c,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Planctomycetales,f__Rubinisphaeraceae,g__SH-PL14,s__metagenome
bf1da9d826c48c6820348f823d41b38b,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Planctomycetales,f__Rubinisphaeraceae,g__SH-PL14,s__uncultured_bacterium
c3d31a9de6628eaaa0ad9d42d0fdeef3,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Silanimonas,s__uncultured_bacterium
cd5aa3e32c2057fa466ed7503f01b3a2,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Silanimonas,s__uncultured_bacterium
fd0c9b60445c1043de46a998ed54aa85,d__Bacteria,p__Bdellovibrionota,c__Oligoflexia,o__Silvanigrellales,f__Silvanigrellaceae,g__Silvanigrella,
28a9c22573177ce5111853843c78cd23,d__Bacteria,p__Bdellovibrionota,c__Oligoflexia,o__Silvanigrellales,f__Silvanigrellaceae,g__Silvanigrella,
9b7c270a12ed31352637343aa64d4f21,d__Bacteria,p__Bdellovibrionota,c__Oligoflexia,o__Silvanigrellales,f__Silvanigrellaceae,g__Silvanigrella,
f14cfc02be9229bee79b882a6d90948a,d__Bacteria,p__Bdellovibrionota,c__Oligoflexia,o__Silvanigrellales,f__Silvanigrellaceae,g__Silvanigrella,
e0f839e72684a103762c8aef02e67c6c,d__Bacteria,p__Bdellovibrionota,c__Oligoflexia,o__Silvanigrellales,f__Silvanigrellaceae,g__Silvanigrella,
224d92ae0145f88791492ab171e64648,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cellvibrionales,f__Cellvibrionaceae,g__Simiduia,s__Simiduia_agarivorans
86c6d4babc8d0492837d27216c9cf3c3,d__Bacteria,p__Verrucomicrobiota,c__Chlamydiae,o__Chlamydiales,f__Simkaniaceae,g__Simkania,s__Simkania_negevensis
09a129ed09b7739c6ecc852dbc1d2307,d__Bacteria,p__Verrucomicrobiota,c__Chlamydiae,o__Chlamydiales,f__Simkaniaceae,g__Simkania,s__Simkania_negevensis
7725058b3658db22278e1e979337d091,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__Singulisphaera,s__Isosphaera_sp.
31b58c8d149376cfbf53fd8369cd88be,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__Singulisphaera,s__uncultured_Planctomycetales
e06f3f27920f8a3e33177cb0ad67f5cf,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cellvibrionales,f__Spongiibacteraceae,g__Sinobacterium,s__uncultured_bacterium
66976027899244f5a0c4e271953bed37,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cellvibrionales,f__Spongiibacteraceae,g__Sinobacterium,
f8120e371f6ca04d4c8ef9994a7c8bbe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Sinomicrobium,s__Sinomicrobium_oceani
611f5d4f25bb4709f1baf39f7f29c862,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Siphonobacter,s__uncultured_bacterium
0ad7a13b393323cd11aa61aaaf6c067b,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SJA-15,f__SJA-15,g__SJA-15,s__uncultured_bacterium
6cf847c3baa5fa7495b936047ab1e125,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SJA-15,f__SJA-15,g__SJA-15,s__metagenome
0fa9b44d52836d2f173f4ac532f8a013,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Azospirillaceae,g__Skermanella,
57dd958e56c827e41b45bfe25e6dace1,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Azospirillaceae,g__Skermanella,
37cdeb87596717a3f25f5901d2735cae,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__SM1A02,s__uncultured_bacterium
8c3abcb8787cdac140177d8311217b60,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__SM1A02,s__uncultured_organism
2b39d1b135e3c72f3fd06bce8ff26f35,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__SM1A02,s__uncultured_deep-sea
